indicator,period,source,location,value,value_type,Sub-dashboard
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Pategi LGA,0.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Pategi LGA,6.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Pategi LGA,11.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Pategi LGA,2.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Pategi LGA,4.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Pategi LGA,4.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Patani LGA,11.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Patani LGA,0.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Patani LGA,2.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Patani LGA,3,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Patani LGA,2.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Patani LGA,5,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Pankshin LGA,12.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Pankshin LGA,3.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Pankshin LGA,2.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Pankshin LGA,4.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Pankshin LGA,8.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Pankshin LGA,10.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Paikoro LGA,11.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Paikoro LGA,66.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Paikoro LGA,53.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Paikoro LGA,47.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Paikoro LGA,25.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Paikoro LGA,30,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Paikoro LGA,19.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oyun LGA,2.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oyun LGA,2.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oyun LGA,3.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oyun LGA,6,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oyun LGA,7,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oyun LGA,7.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oyo LGA,10.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oyo LGA,9.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oyo LGA,8,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oyo LGA,10.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oyo LGA,8.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oyo LGA,7.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oyo LGA,7.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oyo East LGA,22.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oyo East LGA,25.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oyo East LGA,28,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oyo East LGA,22.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oyo East LGA,25.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oyo East LGA,21.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oyo East LGA,24.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oyigbo LGA,0.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oyigbo LGA,7.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oyigbo LGA,3.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oyigbo LGA,4.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oyigbo LGA,3.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oyigbo LGA,4.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oyigbo LGA,5.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oyi LGA,3.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oyi LGA,7.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oyi LGA,21.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oyi LGA,10.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oyi LGA,8.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oyi LGA,11,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oyi LGA,8.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oye LGA,17.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oye LGA,16.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oye LGA,6,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oye LGA,6.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oye LGA,5.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oye LGA,6.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Owo LGA,16.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Owo LGA,12,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Owo LGA,21.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Owo LGA,17.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Owo LGA,17.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Owo LGA,12,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Owo LGA,10,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Owerri West LGA,6.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Owerri West LGA,10.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Owerri West LGA,14.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Owerri West LGA,14.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Owerri West LGA,16.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Owerri West LGA,14.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Owerri West LGA,19.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Owerri North LGA,9.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Owerri North LGA,33.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Owerri North LGA,34.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Owerri North LGA,17.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Owerri North LGA,15.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Owerri North LGA,9.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Owerri North LGA,11.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Owerri Municipal LGA,0.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Owerri Municipal LGA,3.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Owerri Municipal LGA,10.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Owerri Municipal LGA,12.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Owerri Municipal LGA,18,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Owerri Municipal LGA,16.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Owerri Municipal LGA,9.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Owan West LGA,22.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Owan West LGA,36.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Owan West LGA,19.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Owan West LGA,12,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Owan West LGA,10.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Owan West LGA,8.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Owan West LGA,10.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Owan East LGA,3.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Owan East LGA,18,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Owan East LGA,5.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Owan East LGA,12.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Owan East LGA,11,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Owan East LGA,11,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Owan East LGA,10.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Ovia South-West LGA,15.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ovia South-West LGA,21.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ovia South-West LGA,21.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ovia South-West LGA,12.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ovia South-West LGA,18.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ovia South-West LGA,17.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ovia South-West LGA,18.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Ovia North-East LGA,5.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ovia North-East LGA,13.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ovia North-East LGA,6.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ovia North-East LGA,6.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ovia North-East LGA,6.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ovia North-East LGA,6.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ovia North-East LGA,4.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oturkpo LGA,7.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oturkpo LGA,10.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oturkpo LGA,12.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oturkpo LGA,8.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oturkpo LGA,14,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oturkpo LGA,6.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oturkpo LGA,6.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Osogbo LGA,28.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Osogbo LGA,27.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Osogbo LGA,13.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Osogbo LGA,42.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Osogbo LGA,15.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Osogbo LGA,17.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Osogbo LGA,23.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Osisioma LGA,3.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Osisioma LGA,3.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Osisioma LGA,7.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Osisioma LGA,6.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Osisioma LGA,4.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Osisioma LGA,6.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oshodi-Isolo LGA,14.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oshodi-Isolo LGA,42.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oshodi-Isolo LGA,32.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oshodi-Isolo LGA,21.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oshodi-Isolo LGA,16.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oshodi-Isolo LGA,17.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oshodi-Isolo LGA,17.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oshimili South LGA,12.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oshimili South LGA,8.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oshimili South LGA,11.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oshimili South LGA,9.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oshimili South LGA,15.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oshimili South LGA,13.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oshimili North LGA,0.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oshimili North LGA,16,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oshimili North LGA,9.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oshimili North LGA,10.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oshimili North LGA,9.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oshimili North LGA,11.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oshimili North LGA,14.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Ose LGA,24.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ose LGA,18.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ose LGA,23.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ose LGA,13.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ose LGA,18.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ose LGA,14.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ose LGA,12.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Orumba South LGA,0.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Orumba South LGA,8,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Orumba South LGA,8.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Orumba South LGA,1.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Orumba South LGA,1.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Orumba South LGA,1.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Orumba South LGA,2,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Orumba North LGA,0.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Orumba North LGA,5.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Orumba North LGA,6.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Orumba North LGA,6,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Orumba North LGA,5.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Orumba North LGA,3.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Orumba North LGA,3,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oruk Anam LGA,0.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oruk Anam LGA,3.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oruk Anam LGA,1.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oruk Anam LGA,0.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oruk Anam LGA,0.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oruk Anam LGA,0.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oruk Anam LGA,0.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oru West LGA,5.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oru West LGA,15,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oru West LGA,17.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oru West LGA,11.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oru West LGA,6.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oru West LGA,3.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oru West LGA,4.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oru East LGA,3.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oru East LGA,1.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oru East LGA,3.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oru East LGA,3.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oru East LGA,3.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oru East LGA,3.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oru East LGA,2.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Orsu LGA,7.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Orsu LGA,8.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Orsu LGA,4.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Orsu LGA,2.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Orsu LGA,7.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Orsu LGA,7.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Orsu LGA,4.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oron LGA,2.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oron LGA,9.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oron LGA,19.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oron LGA,17.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oron LGA,14.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oron LGA,1.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oron LGA,11.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Orolu LGA,1.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Orolu LGA,22.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Orolu LGA,7.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Orolu LGA,6.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Orolu LGA,6.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Orolu LGA,15,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Orolu LGA,6.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Orlu LGA,2.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Orlu LGA,8.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Orlu LGA,6.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Orlu LGA,10.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Orlu LGA,6.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Orlu LGA,10,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Orlu LGA,10.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oriade LGA,0.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Oriade LGA,16.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Oriade LGA,11.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Oriade LGA,3.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Oriade LGA,7.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Oriade LGA,6.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Oriade LGA,5.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Ori Ire LGA,4.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ori Ire LGA,4,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ori Ire LGA,4,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ori Ire LGA,3.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ori Ire LGA,3.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ori Ire LGA,2.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ori Ire LGA,2.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Orhionmwon LGA,12.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Orhionmwon LGA,19.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Orhionmwon LGA,5.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Orhionmwon LGA,8.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Orhionmwon LGA,5.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Orhionmwon LGA,3.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Orhionmwon LGA,5.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Orelope LGA,12.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Orelope LGA,7.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Orelope LGA,7.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Orelope LGA,5.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Orelope LGA,6.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Orelope LGA,6,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Orelope LGA,9.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Oredo LGA,2.4,Routine,Health_Outcomes
